Client,Case Study or Client Story,Industry,Vertical,Product,Summary,Link,Quarter,Primary region
Uniqlo,Client story,Apparel / Accessories,Retail,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Urban Outfitters,Client story,Apparel / Accessories,Retail,R&R,Urban Outfitters is not “blue” over results seen with “jeanius” coordinated messaging promotion of Denim reviews sweepstakes,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,NA
US Cellular,Client story,Telecommunications,Retail,R&R,"A/B test proved that CGC on homepage banner yielded more clicks and conversions than the banner without CGC; +8% device page views, +22% CTR, +32% add to cart",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Em0QHm9mywBLh8sm7c5OEikBXWvoaV3nBrx_e6MeTtH6EA?e=OwDH3S,FY18 Q2,NA
Veet ,Client story,Health Care,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Verizon,Client story,Telecommunications,Retail,R&R,Impact of PIE,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Verizon,Client story,Telecommunications,Retail,R&R,Increase product coverage on categories,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Vetericyn,Client story,Pets,Brand,Q&A,Questions submitted on site to drive social engagement,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/ErfaL71Z3v9Ekxl5v1-419ABJTP8M3mbNUqdQLQMIVpQ7Q?e=T6PuAG,FY18 Q1,NA
Virbac,Client story,Pharmaceuticals,Brand,R&R,Increases volume by working with vets to combat limited customer touchpoints via sweeps,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EqesuCdv7jtCiao_XV_jIucB5ybzR8XUOCjC7rVcjPp_fA?e=8Mpwnq,FY19 Q3,NA
Visine,Client story,Health Care,Brand,,,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
Vistaprint,Client story,Office Supplies,Retail,Q&A,Q&A helps inform product photography,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q4,NA
Vitamix,Client story,Hardware / Home Appliance Electronics,Brand,Curations,"Used Curations to showcase advocates' recipes after asking for photos on Facebook, which increased volume, site views, engagement and conversions",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EhpULsewQyNAhHn2JgpP8aIB13fyssrDrbwAaPVuzIvywQ?e=3UGQC8,FY17 Q4,NA
Vitamix,Client story,Hardware / Home Appliance Electronics,Brand,R&R,Shoppers Make the Case for Product Reviews at Vitamix ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,NA
Walmart,Client story,Mass Merchant / Department Store,Retail,R&R,"Walmart CA improves volume with PIE improvements, including in-mail",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,NA
Walmart CA,Client story,Mass Merchant / Department Store,Retail,R&R,"Adding IP address to content submitted, which saves money and blocks fraud reviews",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Walmart CA,Client story,Mass Merchant / Department Store,Retail,R&R,Technical health and product feed optimizations increases review volume,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
Weight Watchers,Client story,Food / Beverage / Drug,Retail,R&R,New features and other best practices,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,NA
Worten,Client story,Consumer Electronics,Retail,R&R,Worten Boost volume collection with offline PIE,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,EMEA
Yankee Candle,Client story,Home Improvement/Furnishings,Brand,R&R,"Yankee Candle’s Growth is attributed to Product Adoption, in-mail, mps, and Q3/Q4 Sweepstakes ",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Ele31kRCNgdEgUxkat4X4VwBZSG4JDxi8h2bzSFm0YfuBQ?e=42gsVM,FY20 Q3/Q4,NA
Yankee Candle,Client story,Home Improvement/Furnishings,Brand,R&R,Bi-annual sweepstakes and amplifying reviews via website assets leads to YoY growth and conversion increase for Yankee Candle,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EtLswiQeifhKogW4nArBhiYBXeFruWY0yAhHzfA8HnuB7Q?e=vEKOZU,FY21 Q3,
YesTo,Client story,Health / Beauty,Brand,"TryIt Sampling,Sampling",TryIt Sampling ,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EmKOVZCmIRtMhfW6-1O7NqUBSe8y7Hq2IMrcnHQx-u3iPg?e=drXTOe,FY19 Q4,NA
YSL,Client story,Health / Beauty,Brand,R&R,"PIE Optimisations, in-mail and MPS, increases submission rate",https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/EjbIYQXgd81Ihk--Pf_b794BUyfLknKaXBaNYKYcr-pFnQ?e=lhVwuC,FY21 Q1,APAC
Zulily,Client story,Apparel / Accessories,Retail,R&R,Pre-holiday sweeps,https://bvoice-my.sharepoint.com/:f:/g/personal/helpdesk9_bazaarvoice_com/Emz2R3p7_-dJvykPGQLDynwBO_JeXVhMWE9aYou5KUDGHw?e=9kajrX,FY20 Q1/Q2,NA
